process	tag	realtime	%cpu	%mem	rss	peak_rss	peak_vmem	duration	memory
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_2	5.1s	54.0%	0.4%	721.7 MB	721.7 MB	8.4 GB	34.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_4	5.2s	53.0%	0.4%	736.4 MB	736.4 MB	8.4 GB	31.9s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_3	5.1s	54.3%	0.4%	721.6 MB	721.6 MB	8.4 GB	29.7s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1	5.1s	54.5%	0.4%	715.4 MB	715.4 MB	8.4 GB	27.3s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_5	5.1s	53.6%	0.4%	742.2 MB	742.2 MB	8.5 GB	24.9s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_4	3.1s	71.6%	0.1%	201 MB	201 MB	300.2 MB	22.5s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1-fold_2	5s	53.2%	0.4%	775.1 MB	775.1 MB	8.5 GB	20.1s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_1	3s	67.9%	0.1%	202 MB	202 MB	301.8 MB	17.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:FEATURE_SELECTION:MOGONET_SELECT_FEATURE	tcga-thca	18m 15s	933.5%	0.5%	1 GB	1 GB	10.2 GB	57m 19s	72 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1	10m 55s	451.1%	0.5%	971.7 MB	976.5 MB	2.2 GB	11m 14s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_3	10m 21s	454.0%	0.5%	971.3 MB	995.4 MB	2.2 GB	11m 7s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0-fold_5	2.9s	73.2%	0.1%	201 MB	201 MB	300.1 MB	45.2s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1-fold_1	5.1s	52.3%	0.4%	724.5 MB	724.5 MB	8.4 GB	42.8s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_1	8.7s	81.0%	0.2%	445.4 MB	445.4 MB	572.3 MB	40.5s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_3	7.8s	82.2%	0.2%	438.7 MB	438.7 MB	562.7 MB	38.1s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_4	7.8s	82.3%	0.2%	438.6 MB	438.6 MB	562.7 MB	35.7s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_5	7.9s	81.6%	0.2%	438.8 MB	438.8 MB	562.7 MB	33.3s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_2	8.2s	79.3%	0.2%	442.5 MB	442.5 MB	569.7 MB	31s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0-fold_5-sgcca	4.6s	74.6%	0.1%	223.4 MB	223.4 MB	319.1 MB	28.6s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0-fold_5-rgcca	4.4s	77.5%	0.1%	223.5 MB	223.5 MB	319.1 MB	26.2s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0-fold_4	2.8s	73.0%	0.1%	202.1 MB	202.1 MB	301.8 MB	23.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_1-sgcca	4.5s	77.0%	0.1%	221.9 MB	221.9 MB	318.3 MB	21.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_2-rgcca	4.6s	75.4%	0.1%	221.9 MB	221.9 MB	318.3 MB	19s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_4-rgcca	4.5s	76.1%	0.1%	221.9 MB	221.9 MB	318.3 MB	16.6s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_4-sgcca	5.2s	74.4%	0.1%	221.9 MB	221.9 MB	319.7 MB	14.2s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_1-rgcca	4.4s	77.7%	0.1%	221.6 MB	221.6 MB	319.2 MB	11.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0-fold_3	5s	53.5%	0.4%	719.9 MB	719.9 MB	8.4 GB	9.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_4	11m 17s	436.4%	0.5%	974.2 MB	999.3 MB	2.2 GB	11m 34s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0-fold_1	5.1s	54.7%	0.4%	760.6 MB	760.6 MB	8.5 GB	36.8s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0-fold_5	5.2s	53.6%	0.4%	715.4 MB	715.4 MB	8.4 GB	34.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0-fold_4	5.3s	52.7%	0.3%	644.2 MB	644.2 MB	8.3 GB	32s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0-fold_2	5.4s	52.2%	0.3%	642.7 MB	642.7 MB	8.3 GB	29.5s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-1-fold_2	5.3s	52.7%	0.3%	647.3 MB	647.3 MB	8.3 GB	27.2s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0-fold_2	8.7s	80.3%	0.2%	438.9 MB	438.9 MB	562.7 MB	24.9s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0-fold_3	8.8s	80.0%	0.2%	442.7 MB	442.7 MB	569.7 MB	22.5s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0-fold_5	7.9s	81.8%	0.2%	438.8 MB	438.8 MB	562.7 MB	20.1s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0-fold_1	7.9s	81.6%	0.2%	438.8 MB	438.8 MB	562.7 MB	17.7s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0.5-fold_1-diablo-null	4.2s	75.6%	0.1%	244.8 MB	244.8 MB	538.3 MB	15.3s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:FEATURE_SELECTION:MOGONET_SELECT_FEATURE	tcga-blca	23m 2s	960.1%	0.7%	1.3 GB	1.3 GB	10.4 GB	58m 38s	72 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0.5-fold_4-diablo-full	4.5s	75.9%	0.1%	244.8 MB	244.8 MB	538.3 MB	42.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0.5-fold_4-diablo-null	4.9s	72.6%	0.1%	246.6 MB	246.6 MB	538.3 MB	40.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0.5-fold_5-diablo-full	4.2s	74.7%	0.1%	246.6 MB	246.6 MB	538.3 MB	38s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0-fold_4	7.8s	82.3%	0.2%	438.7 MB	438.7 MB	562.7 MB	35.6s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_5	2.8s	72.4%	0.1%	201.6 MB	201.6 MB	301.8 MB	33.2s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_4	2.8s	72.9%	0.1%	201.8 MB	201.8 MB	300.6 MB	30.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_3	2.8s	72.1%	0.1%	201.6 MB	201.6 MB	301.8 MB	28.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_2	2.8s	71.7%	0.1%	202.1 MB	202.1 MB	301.8 MB	26.1s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_1	2.8s	72.6%	0.1%	202.1 MB	202.1 MB	301.8 MB	23.7s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0.5-fold_5-diablo-null	4.2s	74.7%	0.1%	244.7 MB	244.7 MB	538.3 MB	21.3s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0-fold_1-sgcca	4.4s	77.6%	0.1%	223.5 MB	223.5 MB	319.2 MB	19s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0-fold_1-rgcca	4.4s	77.2%	0.1%	223.3 MB	223.3 MB	319.2 MB	16.6s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0-fold_2-rgcca	4.7s	72.5%	0.1%	223.4 MB	223.4 MB	319.1 MB	14.2s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0-fold_3-sgcca	5.2s	69.7%	0.2%	333.7 MB	333.7 MB	620.9 MB	11.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0-fold_2-sgcca	5.3s	72.1%	0.1%	223.6 MB	223.6 MB	319.3 MB	9.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0-fold_3-rgcca	4.9s	74.6%	0.1%	248.6 MB	248.6 MB	408.3 MB	36.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0-fold_5-sgcca	5.2s	73.8%	0.1%	223.8 MB	223.8 MB	319.7 MB	34.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0-fold_5-rgcca	4.5s	76.9%	0.1%	223.4 MB	223.4 MB	319.1 MB	32s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0-fold_4-rgcca	4.5s	76.8%	0.1%	221.5 MB	221.5 MB	319.1 MB	29.5s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0-fold_4-sgcca	4.5s	76.6%	0.1%	223.4 MB	223.4 MB	319.1 MB	27.2s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1-fold_3-diablo-full	4.4s	72.4%	0.1%	251.4 MB	251.4 MB	543.1 MB	24.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1-fold_1-diablo-null	4.2s	75.7%	0.1%	244.5 MB	244.5 MB	538.3 MB	22.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1-fold_2-diablo-full	4.2s	75.4%	0.1%	246.6 MB	246.6 MB	538.3 MB	20s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1-fold_3-diablo-null	4s	78.0%	0.1%	243.2 MB	243.2 MB	410.2 MB	17.7s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1-fold_1-diablo-full	4.2s	75.7%	0.1%	244.7 MB	244.7 MB	538.3 MB	15.3s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0-fold_2	3s	71.5%	0.1%	201 MB	201 MB	300.1 MB	42.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0.5-fold_4	3.1s	72.2%	0.1%	199.9 MB	199.9 MB	291.3 MB	40.5s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1-fold_4-diablo-full	4.2s	75.0%	0.1%	244.7 MB	244.7 MB	538.3 MB	38.2s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1-fold_4-diablo-null	4.2s	74.7%	0.1%	244.6 MB	244.6 MB	538.3 MB	35.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1-fold_5-diablo-full	4.4s	71.7%	0.1%	249.6 MB	249.6 MB	543.1 MB	33.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1-fold_5-diablo-null	4.4s	70.8%	0.1%	251.4 MB	251.4 MB	543.1 MB	31s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1-fold_1	5.1s	54.1%	0.4%	758.8 MB	758.8 MB	8.5 GB	26.2s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1-fold_4	5.1s	53.5%	0.4%	716.3 MB	716.3 MB	8.4 GB	23.8s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1-fold_2	5s	52.9%	0.4%	742.3 MB	742.3 MB	8.5 GB	21.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1-fold_2-diablo-null	4.2s	74.7%	0.1%	244.5 MB	244.5 MB	538.3 MB	19.1s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0-fold_2-diablo-full	3.6s	70.0%	0.1%	243.1 MB	243.1 MB	410.2 MB	16.7s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0-fold_3-diablo-full	3.4s	72.1%	0.1%	152.5 MB	152.5 MB	255 MB	14.3s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0.5-fold_2	3.2s	68.0%	0.1%	206.2 MB	206.2 MB	369.7 MB	11.9s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1-fold_3	5.2s	50.6%	0.4%	681.4 MB	681.4 MB	8.4 GB	9.5s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1-fold_5	5.2s	51.1%	0.4%	701.6 MB	701.6 MB	8.4 GB	58.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0-fold_2-diablo-null	3.8s	73.0%	0.1%	246.6 MB	246.6 MB	538.3 MB	36.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0-fold_4-diablo-null	3.9s	73.4%	0.1%	243.2 MB	243.2 MB	410.2 MB	34.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0-fold_5-diablo-full	3.6s	71.0%	0.1%	152.2 MB	152.2 MB	255 MB	32s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0-fold_5-diablo-null	3.7s	69.1%	0.1%	241.4 MB	241.4 MB	344.2 MB	29.6s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0-fold_4-diablo-full	3.5s	73.5%	0.1%	152.3 MB	152.3 MB	255 MB	27.1s	6 GB
