method_name,dataset,fold,accuracy,balanced_accuracy,precision,average_precision_score,recall,f1_score,auc,log_loss,phi_coefficient
mofa,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.51,0.51,0.52,0.515,0.51,0.515,0.574,17.661,0.02
mofa,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.5,0.492,0.45,0.456,0.391,0.419,0.457,18.022,-0.016
mofa,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.38,0.374,0.317,0.428,0.277,0.295,0.39,22.347,-0.255
mofa,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.59,0.581,0.588,0.52,0.426,0.494,0.585,14.778,0.17
mofa,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.45,0.441,0.389,0.446,0.298,0.337,0.477,19.824,-0.122
mofa,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.55,0.535,0.542,0.49,0.277,0.366,0.617,16.22,0.081
mofa,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.54,0.54,0.537,0.521,0.58,0.558,0.601,16.58,0.08
mofa,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.56,0.561,0.547,0.524,0.592,0.569,0.585,15.859,0.121
mofa,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.66,0.659,0.66,0.597,0.633,0.646,0.707,12.255,0.319
mofa,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.58,0.579,0.581,0.537,0.51,0.543,0.607,15.138,0.159
mofa,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.62,0.62,0.608,0.565,0.633,0.62,0.613,13.697,0.24
mofa,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.6,0.6,0.627,0.589,0.604,0.615,0.658,14.417,0.199
mofa,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.58,0.575,0.593,0.572,0.66,0.625,0.638,15.138,0.152
mofa,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.61,0.61,0.627,0.586,0.615,0.621,0.637,14.057,0.219
mofa,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.63,0.629,0.642,0.599,0.654,0.648,0.65,13.336,0.258
mofa,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.55,0.547,0.561,0.545,0.615,0.587,0.595,16.22,0.095
mofa,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.61,0.609,0.596,0.548,0.583,0.589,0.717,14.057,0.218
mofa,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.72,0.715,0.732,0.637,0.638,0.682,0.721,10.092,0.437
mofa,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.62,0.615,0.61,0.544,0.532,0.568,0.642,13.697,0.233
mofa,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.64,0.635,0.634,0.561,0.553,0.591,0.685,12.976,0.274
mofa,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.7,0.693,0.73,0.619,0.574,0.643,0.717,10.813,0.399
mofa,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.6,0.583,0.5,0.45,0.5,0.5,0.667,14.417,0.167
mofa,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.5,0.458,0.333,0.383,0.25,0.286,0.583,18.022,-0.089
mofa,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.7,0.667,0.667,0.533,0.5,0.571,0.625,10.813,0.356
mofa,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.4,0.4,0.333,0.467,0.2,0.25,0.48,21.626,-0.218
mofa,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.4,0.4,0.333,0.467,0.2,0.25,0.44,21.626,-0.218
mofa,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.4,0.4,0.429,0.457,0.6,0.5,0.48,21.626,-0.218
mofa,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.8,0.8,1.0,0.8,0.6,0.75,0.92,7.209,0.655
mofa,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.4,0.4,0.333,0.467,0.2,0.25,0.44,21.626,-0.218
mofa,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.5,0.458,0.333,0.383,0.25,0.286,0.458,18.022,-0.089
mofa,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.5,0.5,0.4,0.4,0.5,0.444,0.542,18.022,0.0
mofa,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.4,0.4,0.4,0.46,0.4,0.4,0.44,21.626,-0.2
mofa,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.3,0.3,0.25,0.45,0.2,0.222,0.2,25.231,-0.408
mofa,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.4,0.4,0.429,0.457,0.6,0.5,0.4,21.626,-0.218
mofa,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.5,0.5,0.5,0.5,0.4,0.444,0.4,18.022,0.0
mofa,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.4,0.4,0.4,0.46,0.4,0.4,0.44,21.626,-0.2
mofa,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.5,0.458,0.571,0.581,0.667,0.615,0.292,18.022,-0.089
mofa,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.7,0.625,0.667,0.667,1.0,0.8,0.667,10.813,0.408
mofa,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.7,0.667,0.714,0.695,0.833,0.769,0.625,10.813,0.356
mofa,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.5,0.458,0.571,0.581,0.667,0.615,0.417,18.022,-0.089
mofa,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.3,0.31,0.5,0.643,0.286,0.364,0.381,25.231,-0.356
mofa,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.5,0.458,0.571,0.581,0.667,0.615,0.5,18.022,-0.089
mofa,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.4,0.375,0.5,0.55,0.5,0.5,0.375,21.626,-0.25
mofa,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.6,0.542,0.625,0.621,0.833,0.714,0.542,14.417,0.102
mofa,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.5,0.357,0.625,0.646,0.714,0.667,0.143,18.022,-0.327
mofa,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.7,0.5,0.7,0.7,1.0,0.824,0.667,10.813,0.0
mofa,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.6,0.542,0.625,0.621,0.833,0.714,0.583,14.417,0.102
mofa,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.7,0.708,0.8,0.733,0.667,0.727,0.771,10.813,0.408
mofa,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.6,0.542,0.625,0.621,0.833,0.714,0.458,14.417,0.102
mofa,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.8,0.792,0.833,0.794,0.833,0.833,0.958,7.209,0.583
mofa,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
mofa,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.5,0.5,0.5,0.5,0.6,0.545,0.4,18.022,0.0
mofa,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.5,0.5,0.5,0.5,0.6,0.545,0.54,18.022,0.0
mofa,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.4,0.4,0.429,0.457,0.6,0.5,0.66,21.626,-0.218
mofa,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.3,0.3,0.25,0.45,0.2,0.222,0.16,25.231,-0.408
mofa,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.3,0.292,0.2,0.35,0.25,0.222,0.292,25.231,-0.408
mofa,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.6,0.625,0.75,0.675,0.5,0.6,0.833,14.417,0.25
mofa,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.5,0.5,0.5,0.5,0.6,0.545,0.48,18.022,0.0
mofa,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.6,0.6,0.571,0.557,0.8,0.667,0.56,14.417,0.218
mofa,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.6,0.6,0.667,0.567,0.4,0.5,0.64,14.417,0.218
mofa,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.2,0.2,0.2,0.44,0.2,0.2,0.2,28.835,-0.6
mofa,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.6,0.583,0.5,0.45,0.5,0.5,0.583,14.417,0.167
mofa,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.7,0.708,0.6,0.55,0.75,0.667,0.667,10.813,0.408
mofa,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.4,0.4,0.333,0.467,0.2,0.25,0.16,21.626,-0.218
mofa,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.4,0.4,0.333,0.467,0.2,0.25,0.52,21.626,-0.218
mofa,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.6,0.6,0.571,0.557,0.8,0.667,0.56,14.417,0.218
mofa,tcga-blca,fold_1,0.735,0.626,0.741,0.737,0.935,0.827,0.701,9.541,0.334
mofa,tcga-blca,fold_2,0.731,0.636,0.759,0.751,0.891,0.82,0.738,9.683,0.319
mofa,tcga-blca,fold_3,0.701,0.601,0.741,0.734,0.87,0.8,0.725,10.759,0.238
mofa,tcga-blca,fold_4,0.716,0.625,0.755,0.746,0.87,0.808,0.741,10.221,0.286
mofa,tcga-blca,fold_5,0.761,0.645,0.759,0.755,0.957,0.846,0.738,8.607,0.394
mofa,tcga-brca,fold_1,0.591,0.464,0.0,0.364,0.0,0.0,0.487,14.745,-0.165
mofa,tcga-brca,fold_2,0.364,0.286,0.0,0.364,0.0,0.0,0.134,22.937,-0.463
mofa,tcga-brca,fold_3,0.591,0.491,0.333,0.36,0.125,0.182,0.571,14.745,-0.025
mofa,tcga-brca,fold_4,0.727,0.625,1.0,0.523,0.25,0.4,0.616,9.83,0.418
mofa,tcga-brca,fold_5,0.714,0.643,0.6,0.448,0.429,0.5,0.551,10.298,0.316
mofa,tcga-kipan,fold_1,0.88,0.878,0.857,0.831,0.923,0.889,0.878,4.325,0.761
mofa,tcga-kipan,fold_2,0.8,0.798,0.786,0.745,0.846,0.815,0.808,7.209,0.6
mofa,tcga-kipan,fold_3,0.68,0.686,0.778,0.659,0.538,0.636,0.676,11.534,0.387
mofa,tcga-kipan,fold_4,0.625,0.619,0.643,0.612,0.692,0.667,0.671,13.516,0.24
mofa,tcga-kipan,fold_5,0.458,0.458,0.462,0.481,0.5,0.48,0.479,19.524,-0.084
mofa,tcga-thca,fold_1,0.795,0.679,1.0,0.562,0.357,0.526,0.814,7.373,0.524
mofa,tcga-thca,fold_2,0.727,0.629,0.625,0.428,0.357,0.455,0.631,9.83,0.311
mofa,tcga-thca,fold_3,0.674,0.611,0.5,0.4,0.429,0.462,0.589,11.735,0.232
mofa,tcga-thca,fold_4,0.698,0.61,0.556,0.408,0.357,0.435,0.767,10.897,0.253
mofa,tcga-thca,fold_5,0.721,0.604,0.571,0.385,0.308,0.4,0.628,10.059,0.258
mogonet,GSE71669,fold_1,0.667,0.5,0.0,0.333,0.0,0.0,0.5,12.015,0.0
mogonet,GSE71669,fold_2,0.571,0.5,0.0,0.429,0.0,0.0,0.667,15.447,0.0
mogonet,GSE71669,fold_3,0.5,0.5,0.0,0.5,0.0,0.0,0.889,18.022,0.0
mogonet,GSE71669,fold_4,0.571,0.5,0.0,0.429,0.0,0.0,0.5,15.447,0.0
mogonet,GSE71669,fold_5,0.571,0.5,0.0,0.429,0.0,0.0,0.333,15.447,0.0
mogonet,rosmap,fold_1,0.643,0.636,0.608,0.595,0.861,0.713,0.705,12.873,0.307
mogonet,rosmap,fold_2,0.743,0.744,0.781,0.7,0.694,0.735,0.805,9.268,0.49
mogonet,rosmap,fold_3,0.643,0.629,0.615,0.604,0.865,0.719,0.811,12.873,0.296
mogonet,rosmap,fold_4,0.62,0.617,0.625,0.591,0.676,0.649,0.742,13.707,0.236
mogonet,rosmap,fold_5,0.629,0.62,0.589,0.583,0.917,0.717,0.688,13.388,0.3
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_1,0.65,0.65,0.6,0.59,0.9,0.72,0.68,12.615,0.346
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_2,0.5,0.5,0.5,0.5,0.6,0.545,0.52,18.022,0.0
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_3,0.55,0.55,0.556,0.528,0.5,0.526,0.67,16.22,0.101
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_4,0.75,0.75,0.727,0.682,0.8,0.762,0.73,9.011,0.503
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_5,0.5,0.5,0.5,0.5,0.6,0.545,0.47,18.022,0.0
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_1,0.6,0.6,0.583,0.558,0.7,0.636,0.67,14.417,0.204
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_2,0.75,0.75,0.692,0.673,0.9,0.783,0.78,9.011,0.524
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_3,0.7,0.7,0.667,0.633,0.8,0.727,0.72,10.813,0.408
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_4,0.35,0.35,0.364,0.445,0.4,0.381,0.45,23.428,-0.302
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_5,0.6,0.6,0.667,0.567,0.4,0.5,0.59,14.417,0.218
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_1,0.45,0.45,0.462,0.477,0.6,0.522,0.47,19.824,-0.105
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_2,0.5,0.5,0.5,0.5,0.4,0.444,0.54,18.022,0.0
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_3,0.5,0.5,0.5,0.5,0.5,0.5,0.58,18.022,0.0
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_4,0.3,0.3,0.333,0.433,0.4,0.364,0.32,25.231,-0.408
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_5,0.55,0.55,0.667,0.533,0.2,0.308,0.555,16.22,0.14
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0,fold_1,0.65,0.65,0.667,0.6,0.6,0.632,0.68,12.615,0.302
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0,fold_2,0.45,0.45,0.444,0.478,0.4,0.421,0.425,19.824,-0.101
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0,fold_3,0.6,0.6,0.625,0.562,0.5,0.556,0.57,14.417,0.204
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0,fold_4,0.5,0.5,0.5,0.5,0.4,0.444,0.66,18.022,0.0
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0,fold_5,0.35,0.35,0.364,0.445,0.4,0.381,0.3,23.428,-0.302
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_1,0.65,0.65,0.667,0.6,0.6,0.632,0.605,12.615,0.302
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_2,0.5,0.5,0.5,0.5,0.4,0.444,0.39,18.022,0.0
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_3,0.5,0.5,0.5,0.5,0.4,0.444,0.54,18.022,0.0
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_4,0.65,0.65,0.6,0.59,0.9,0.72,0.53,12.615,0.346
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_5,0.4,0.4,0.375,0.462,0.3,0.333,0.32,21.626,-0.204
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1,fold_1,0.55,0.55,0.556,0.528,0.5,0.526,0.575,16.22,0.101
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1,fold_2,0.45,0.45,0.444,0.478,0.4,0.421,0.42,19.824,-0.101
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1,fold_3,0.45,0.45,0.455,0.477,0.5,0.476,0.47,19.824,-0.101
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1,fold_4,0.45,0.45,0.4,0.48,0.2,0.267,0.54,19.824,-0.115
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1,fold_5,0.4,0.4,0.4,0.46,0.4,0.4,0.38,21.626,-0.2
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0,fold_1,0.85,0.85,0.889,0.811,0.8,0.842,0.96,5.407,0.704
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0,fold_2,0.65,0.65,0.667,0.6,0.6,0.632,0.755,12.615,0.302
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0,fold_3,0.8,0.8,0.75,0.725,0.9,0.818,0.875,7.209,0.612
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0,fold_4,0.85,0.85,0.818,0.786,0.9,0.857,0.94,5.407,0.704
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0,fold_5,0.75,0.75,0.778,0.694,0.7,0.737,0.87,9.011,0.503
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_1,0.9,0.9,1.0,0.9,0.8,0.889,0.86,3.604,0.816
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_2,0.75,0.75,0.857,0.714,0.6,0.706,0.8,9.011,0.524
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_3,0.85,0.85,0.889,0.811,0.8,0.842,0.84,5.407,0.704
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_4,0.65,0.65,0.8,0.62,0.4,0.533,0.71,12.615,0.346
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_5,0.7,0.7,0.667,0.633,0.8,0.727,0.78,10.813,0.408
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-1,fold_1,0.8,0.8,0.8,0.74,0.8,0.8,0.95,7.209,0.6
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-1,fold_2,0.6,0.6,0.571,0.557,0.8,0.667,0.645,14.417,0.218
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-1,fold_3,0.7,0.7,0.75,0.65,0.6,0.667,0.81,10.813,0.408
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-1,fold_4,0.9,0.9,0.9,0.86,0.9,0.9,0.9,3.604,0.8
mogonet,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-1,fold_5,0.8,0.8,0.714,0.714,1.0,0.833,0.9,7.209,0.655
mogonet,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_1,0.52,0.52,0.526,0.511,0.4,0.455,0.603,17.301,0.041
mogonet,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_2,0.6,0.6,0.604,0.56,0.58,0.592,0.611,14.417,0.2
mogonet,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_3,0.56,0.56,0.562,0.534,0.54,0.551,0.635,15.859,0.12
mogonet,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_4,0.6,0.6,0.596,0.56,0.62,0.608,0.655,14.417,0.2
mogonet,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_5,0.58,0.58,0.574,0.546,0.62,0.596,0.642,15.138,0.161
mogonet,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_1,0.55,0.55,0.551,0.528,0.54,0.545,0.608,16.22,0.1
mogonet,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_2,0.6,0.6,0.604,0.56,0.58,0.592,0.634,14.417,0.2
mogonet,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_3,0.6,0.6,0.589,0.559,0.66,0.623,0.644,14.417,0.201
mogonet,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_4,0.57,0.57,0.571,0.54,0.56,0.566,0.616,15.499,0.14
mogonet,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_5,0.53,0.53,0.524,0.516,0.66,0.584,0.521,16.941,0.062
mogonet,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_1,0.63,0.63,0.6,0.578,0.78,0.678,0.668,13.336,0.273
mogonet,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_2,0.64,0.64,0.621,0.587,0.72,0.667,0.624,12.976,0.284
mogonet,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_3,0.56,0.56,0.558,0.533,0.58,0.569,0.592,15.859,0.12
mogonet,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_4,0.56,0.56,0.558,0.533,0.58,0.569,0.633,15.859,0.12
mogonet,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_5,0.67,0.67,0.689,0.617,0.62,0.653,0.647,11.894,0.342
mogonet,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0,fold_1,0.56,0.56,0.562,0.534,0.54,0.551,0.62,15.859,0.12
